Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2001,1,21,7,1955,1845,2130,2018,US,453,N814,95,93,63,72,70,BOS,PHL,280,3,29,0,NA,0,NA,NA,NA,NA,NA
2001,1,22,1,1921,1845,2043,2018,US,453,N826,82,93,65,25,36,BOS,PHL,280,4,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,23,2,1841,1845,2014,2018,US,453,N813,93,93,63,-4,-4,BOS,PHL,280,3,27,0,NA,0,NA,NA,NA,NA,NA
2001,1,24,3,1840,1845,2003,2018,US,453,N803,83,93,59,-15,-5,BOS,PHL,280,5,19,0,NA,0,NA,NA,NA,NA,NA
2001,1,25,4,1844,1845,1958,2018,US,453,N805,74,93,56,-20,-1,BOS,PHL,280,4,14,0,NA,0,NA,NA,NA,NA,NA
2001,1,26,5,1848,1845,2015,2018,US,453,N807,87,93,62,-3,3,BOS,PHL,280,10,15,0,NA,0,NA,NA,NA,NA,NA
2001,1,27,6,1841,1845,2030,2018,US,453,N801,109,93,63,12,-4,BOS,PHL,280,26,20,0,NA,0,NA,NA,NA,NA,NA
2001,1,28,7,1841,1845,1959,2018,US,453,N821,78,93,61,-19,-4,BOS,PHL,280,3,14,0,NA,0,NA,NA,NA,NA,NA
2001,1,29,1,1951,1845,2114,2018,US,453,N800,83,93,58,56,66,BOS,PHL,280,4,21,0,NA,0,NA,NA,NA,NA,NA
2001,1,30,2,2108,1845,2243,2018,US,453,N824,95,93,66,145,143,BOS,PHL,280,6,23,0,NA,0,NA,NA,NA,NA,NA
2001,1,31,3,1930,1845,2058,2018,US,453,N803,88,93,64,40,45,BOS,PHL,280,4,20,0,NA,0,NA,NA,NA,NA,NA
2001,1,1,1,1850,1850,2015,2029,US,455,N897,85,99,73,-14,0,CLT,IND,428,3,9,0,NA,0,NA,NA,NA,NA,NA
2001,1,2,2,1858,1850,2028,2029,US,455,N890,90,99,69,-1,8,CLT,IND,428,8,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,3,3,1847,1850,2022,2029,US,455,N898,95,99,76,-7,-3,CLT,IND,428,10,9,0,NA,0,NA,NA,NA,NA,NA
2001,1,4,4,1851,1850,2028,2029,US,455,N861,97,99,79,-1,1,CLT,IND,428,8,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,5,5,1852,1850,2026,2029,US,455,N888A,94,99,80,-3,2,CLT,IND,428,4,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,6,6,1907,1850,2045,2029,US,455,N891,98,99,76,16,17,CLT,IND,428,9,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,7,7,1850,1850,2026,2031,US,455,N859,96,101,74,-5,0,CLT,IND,428,10,12,0,NA,0,NA,NA,NA,NA,NA
2001,1,8,1,1849,1850,2017,2031,US,455,N898,88,101,73,-14,-1,CLT,IND,428,7,8,0,NA,0,NA,NA,NA,NA,NA
2001,1,9,2,1855,1850,2032,2031,US,455,N887,97,101,74,1,5,CLT,IND,428,9,14,0,NA,0,NA,NA,NA,NA,NA
2001,1,10,3,1853,1850,2025,2031,US,455,N897,92,101,71,-6,3,CLT,IND,428,7,14,0,NA,0,NA,NA,NA,NA,NA
2001,1,11,4,1850,1850,2017,2031,US,455,N857,87,101,70,-14,0,CLT,IND,428,8,9,0,NA,0,NA,NA,NA,NA,NA
2001,1,12,5,1938,1850,2126,2031,US,455,N862,108,101,76,55,48,CLT,IND,428,7,25,0,NA,0,NA,NA,NA,NA,NA
2001,1,13,6,1847,1850,2017,2031,US,455,N855,90,101,72,-14,-3,CLT,IND,428,5,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,14,7,1846,1850,2021,2031,US,455,N857,95,101,77,-10,-4,CLT,IND,428,9,9,0,NA,0,NA,NA,NA,NA,NA
2001,1,15,1,1847,1850,2031,2031,US,455,N885,104,101,81,0,-3,CLT,IND,428,11,12,0,NA,0,NA,NA,NA,NA,NA
2001,1,16,2,1848,1850,2025,2031,US,455,N883,97,101,80,-6,-2,CLT,IND,428,7,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,17,3,1847,1850,2031,2031,US,455,N895,104,101,77,0,-3,CLT,IND,428,11,16,0,NA,0,NA,NA,NA,NA,NA
2001,1,18,4,1851,1850,2026,2031,US,455,N889,95,101,74,-5,1,CLT,IND,428,8,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,19,5,1942,1850,2129,2031,US,455,N899,107,101,77,58,52,CLT,IND,428,6,24,0,NA,0,NA,NA,NA,NA,NA
2001,1,20,6,1850,1850,2018,2031,US,455,N851,88,101,72,-13,0,CLT,IND,428,5,11,0,NA,0,NA,NA,NA,NA,NA
2001,1,21,7,1847,1850,2019,2031,US,455,N858,92,101,71,-12,-3,CLT,IND,428,11,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,22,1,1850,1850,2017,2031,US,455,N865,87,101,69,-14,0,CLT,IND,428,8,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,23,2,1958,1850,2123,2031,US,455,N889,85,101,68,52,68,CLT,IND,428,7,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,24,3,1847,1850,2015,2031,US,455,N884,88,101,72,-16,-3,CLT,IND,428,4,12,0,NA,0,NA,NA,NA,NA,NA
2001,1,25,4,1858,1850,2035,2031,US,455,N853,97,101,77,4,8,CLT,IND,428,8,12,0,NA,0,NA,NA,NA,NA,NA
2001,1,26,5,1936,1850,2122,2031,US,455,N889,106,101,82,51,46,CLT,IND,428,8,16,0,NA,0,NA,NA,NA,NA,NA
2001,1,27,6,1905,1850,2047,2031,US,455,N885,102,101,79,16,15,CLT,IND,428,7,16,0,NA,0,NA,NA,NA,NA,NA
2001,1,28,7,1915,1850,2054,2031,US,455,N862,99,101,76,23,25,CLT,IND,428,12,11,0,NA,0,NA,NA,NA,NA,NA
2001,1,29,1,1847,1850,2022,2031,US,455,N887,95,101,77,-9,-3,CLT,IND,428,8,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,30,2,1849,1850,2029,2031,US,455,N898,100,101,79,-2,-1,CLT,IND,428,8,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,31,3,1850,1850,2029,2031,US,455,N861,99,101,80,-2,0,CLT,IND,428,9,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,1,1,1713,1710,1754,1756,US,455,N897,41,46,31,-2,3,RDU,CLT,130,3,7,0,NA,0,NA,NA,NA,NA,NA
2001,1,2,2,1708,1710,1756,1756,US,455,N890,48,46,34,0,-2,RDU,CLT,130,2,12,0,NA,0,NA,NA,NA,NA,NA
2001,1,3,3,1706,1710,1748,1756,US,455,N898,42,46,29,-8,-4,RDU,CLT,130,5,8,0,NA,0,NA,NA,NA,NA,NA
2001,1,4,4,1703,1710,1751,1756,US,455,N861,48,46,35,-5,-7,RDU,CLT,130,3,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,5,5,1710,1710,1808,1756,US,455,N888A,58,46,27,12,0,RDU,CLT,130,23,8,0,NA,0,NA,NA,NA,NA,NA
2001,1,6,6,1705,1710,1754,1756,US,455,N895,49,46,28,-2,-5,RDU,CLT,130,14,7,0,NA,0,NA,NA,NA,NA,NA
2001,1,7,7,1703,1710,1745,1758,US,455,N859,42,48,29,-13,-7,RDU,CLT,130,5,8,0,NA,0,NA,NA,NA,NA,NA
2001,1,8,1,1703,1710,1747,1758,US,455,N898,44,48,32,-11,-7,RDU,CLT,130,3,9,0,NA,0,NA,NA,NA,NA,NA
2001,1,9,2,1704,1710,1747,1758,US,455,N887,43,48,31,-11,-6,RDU,CLT,130,2,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,10,3,1710,1710,1755,1758,US,455,N425,45,48,27,-3,0,RDU,CLT,130,5,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,11,4,1710,1710,1749,1758,US,455,N857,39,48,26,-9,0,RDU,CLT,130,3,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,12,5,1704,1710,1754,1758,US,455,N436,50,48,35,-4,-6,RDU,CLT,130,6,9,0,NA,0,NA,NA,NA,NA,NA
2001,1,13,6,1704,1710,1749,1758,US,455,N855,45,48,32,-9,-6,RDU,CLT,130,3,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,14,7,1706,1710,1748,1758,US,455,N857,42,48,30,-10,-4,RDU,CLT,130,4,8,0,NA,0,NA,NA,NA,NA,NA
2001,1,15,1,1705,1710,1746,1758,US,455,N885,41,48,29,-12,-5,RDU,CLT,130,3,9,0,NA,0,NA,NA,NA,NA,NA
2001,1,16,2,1705,1710,1749,1758,US,455,N883,44,48,34,-9,-5,RDU,CLT,130,2,8,0,NA,0,NA,NA,NA,NA,NA
2001,1,17,3,1700,1710,1753,1758,US,455,N895,53,48,34,-5,-10,RDU,CLT,130,7,12,0,NA,0,NA,NA,NA,NA,NA
2001,1,18,4,1708,1710,1803,1758,US,455,N889,55,48,35,5,-2,RDU,CLT,130,5,15,0,NA,0,NA,NA,NA,NA,NA
2001,1,19,5,1739,1710,1919,1758,US,455,N899,100,48,72,81,29,RDU,CLT,130,8,20,0,NA,0,NA,NA,NA,NA,NA
2001,1,20,6,1706,1710,1759,1758,US,455,N851,53,48,38,1,-4,RDU,CLT,130,8,7,0,NA,0,NA,NA,NA,NA,NA
2001,1,21,7,1705,1710,1756,1758,US,455,N858,51,48,34,-2,-5,RDU,CLT,130,4,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,22,1,1707,1710,1800,1758,US,455,N865,53,48,40,2,-3,RDU,CLT,130,5,8,0,NA,0,NA,NA,NA,NA,NA
2001,1,23,2,1707,1710,1754,1758,US,455,N889,47,48,32,-4,-3,RDU,CLT,130,2,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,24,3,1703,1710,1747,1758,US,455,N859,44,48,27,-11,-7,RDU,CLT,130,6,11,0,NA,0,NA,NA,NA,NA,NA
2001,1,25,4,1731,1710,1828,1758,US,455,N853,57,48,40,30,21,RDU,CLT,130,8,9,0,NA,0,NA,NA,NA,NA,NA
2001,1,26,5,1706,1710,1752,1758,US,455,N865,46,48,31,-6,-4,RDU,CLT,130,5,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,27,6,1705,1710,1755,1758,US,455,N885,50,48,35,-3,-5,RDU,CLT,130,4,11,0,NA,0,NA,NA,NA,NA,NA
2001,1,28,7,1703,1710,1744,1758,US,455,N724,41,48,28,-14,-7,RDU,CLT,130,5,8,0,NA,0,NA,NA,NA,NA,NA
2001,1,29,1,1705,1710,1746,1758,US,455,N887,41,48,28,-12,-5,RDU,CLT,130,3,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,30,2,1705,1710,1756,1758,US,455,N898,51,48,36,-2,-5,RDU,CLT,130,6,9,0,NA,0,NA,NA,NA,NA,NA
2001,1,31,3,1703,1710,1745,1758,US,455,N861,42,48,30,-13,-7,RDU,CLT,130,3,9,0,NA,0,NA,NA,NA,NA,NA
2001,1,1,1,1139,1140,1255,1300,US,457,N395,76,80,59,-5,-1,PIT,SDF,335,5,12,0,NA,0,NA,NA,NA,NA,NA
2001,1,2,2,1137,1140,1248,1300,US,457,N341,71,80,53,-12,-3,PIT,SDF,335,5,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,3,3,1146,1140,1320,1300,US,457,N533A,94,80,64,20,6,PIT,SDF,335,10,20,0,NA,0,NA,NA,NA,NA,NA
2001,1,4,4,1137,1140,1259,1300,US,457,N395,82,80,57,-1,-3,PIT,SDF,335,4,21,0,NA,0,NA,NA,NA,NA,NA
2001,1,5,5,1139,1140,1322,1300,US,457,N394,103,80,56,22,-1,PIT,SDF,335,4,43,0,NA,0,NA,NA,NA,NA,NA
2001,1,6,6,1148,1140,1308,1300,US,457,N371,80,80,56,8,8,PIT,SDF,335,5,19,0,NA,0,NA,NA,NA,NA,NA
2001,1,7,7,1137,1140,1256,1303,US,457,N530A,79,83,60,-7,-3,PIT,SDF,335,5,14,0,NA,0,NA,NA,NA,NA,NA
2001,1,8,1,1140,1140,1317,1303,US,457,N559A,97,83,60,14,0,PIT,SDF,335,3,34,0,NA,0,NA,NA,NA,NA,NA
2001,1,9,2,1135,1140,1248,1303,US,457,N350,73,83,53,-15,-5,PIT,SDF,335,4,16,0,NA,0,NA,NA,NA,NA,NA
2001,1,10,3,1136,1140,1252,1303,US,457,N384,76,83,56,-11,-4,PIT,SDF,335,6,14,0,NA,0,NA,NA,NA,NA,NA
2001,1,11,4,1140,1140,1253,1303,US,457,N507A,73,83,56,-10,0,PIT,SDF,335,6,11,0,NA,0,NA,NA,NA,NA,NA
2001,1,12,5,1148,1140,1304,1303,US,457,N384,76,83,54,1,8,PIT,SDF,335,6,16,0,NA,0,NA,NA,NA,NA,NA
2001,1,13,6,1137,1140,1257,1303,US,457,N521A,80,83,56,-6,-3,PIT,SDF,335,9,15,0,NA,0,NA,NA,NA,NA,NA
2001,1,14,7,1135,1140,1310,1303,US,457,N376,95,83,67,7,-5,PIT,SDF,335,8,20,0,NA,0,NA,NA,NA,NA,NA
2001,1,15,1,1135,1140,1304,1303,US,457,N590,89,83,67,1,-5,PIT,SDF,335,5,17,0,NA,0,NA,NA,NA,NA,NA
2001,1,16,2,1137,1140,1303,1303,US,457,N532A,86,83,63,0,-3,PIT,SDF,335,7,16,0,NA,0,NA,NA,NA,NA,NA
2001,1,17,3,1137,1140,1319,1303,US,457,N371,102,83,65,16,-3,PIT,SDF,335,8,29,0,NA,0,NA,NA,NA,NA,NA
2001,1,18,4,1136,1140,1258,1303,US,457,N374,82,83,61,-5,-4,PIT,SDF,335,6,15,0,NA,0,NA,NA,NA,NA,NA
2001,1,19,5,1139,1140,1319,1303,US,457,N384,100,83,72,16,-1,PIT,SDF,335,4,24,0,NA,0,NA,NA,NA,NA,NA
2001,1,20,6,1136,1140,1257,1303,US,457,N376,81,83,65,-6,-4,PIT,SDF,335,5,11,0,NA,0,NA,NA,NA,NA,NA
2001,1,21,7,1142,1140,1300,1303,US,457,N346,78,83,56,-3,2,PIT,SDF,335,7,15,0,NA,0,NA,NA,NA,NA,NA
2001,1,22,1,1136,1140,1249,1303,US,457,N528A,73,83,55,-14,-4,PIT,SDF,335,4,14,0,NA,0,NA,NA,NA,NA,NA
2001,1,23,2,1140,1140,1257,1303,US,457,N526A,77,83,57,-6,0,PIT,SDF,335,6,14,0,NA,0,NA,NA,NA,NA,NA
2001,1,24,3,1137,1140,1257,1303,US,457,N526A,80,83,59,-6,-3,PIT,SDF,335,5,16,0,NA,0,NA,NA,NA,NA,NA
2001,1,25,4,1139,1140,1250,1303,US,457,N587,71,83,50,-13,-1,PIT,SDF,335,4,17,0,NA,0,NA,NA,NA,NA,NA
2001,1,26,5,1137,1140,1307,1303,US,457,N589,90,83,66,4,-3,PIT,SDF,335,7,17,0,NA,0,NA,NA,NA,NA,NA
2001,1,27,6,1137,1140,1301,1303,US,457,N394,84,83,61,-2,-3,PIT,SDF,335,6,17,0,NA,0,NA,NA,NA,NA,NA
2001,1,28,7,1137,1140,1257,1303,US,457,N525A,80,83,60,-6,-3,PIT,SDF,335,4,16,0,NA,0,NA,NA,NA,NA,NA
2001,1,29,1,1201,1140,1328,1303,US,457,N385,87,83,61,25,21,PIT,SDF,335,8,18,0,NA,0,NA,NA,NA,NA,NA
2001,1,30,2,1135,1140,1310,1303,US,457,N592,95,83,70,7,-5,PIT,SDF,335,5,20,0,NA,0,NA,NA,NA,NA,NA
2001,1,31,3,1139,1140,1315,1303,US,457,N512A,96,83,70,12,-1,PIT,SDF,335,7,19,0,NA,0,NA,NA,NA,NA,NA
2001,1,1,1,932,933,1041,1055,US,457,N395,69,82,55,-14,-1,RDU,PIT,328,7,7,0,NA,0,NA,NA,NA,NA,NA
2001,1,2,2,933,933,1047,1055,US,457,N341,74,82,58,-8,0,RDU,PIT,328,7,9,0,NA,0,NA,NA,NA,NA,NA
2001,1,3,3,935,933,1057,1055,US,457,N391,82,82,63,2,2,RDU,PIT,328,9,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,4,4,928,933,1048,1055,US,457,N395,80,82,66,-7,-5,RDU,PIT,328,6,8,0,NA,0,NA,NA,NA,NA,NA
2001,1,5,5,926,933,1100,1055,US,457,N394,94,82,65,5,-7,RDU,PIT,328,15,14,0,NA,0,NA,NA,NA,NA,NA
2001,1,6,6,928,933,1110,1055,US,457,N514A,102,82,82,15,-5,RDU,PIT,328,8,12,0,NA,0,NA,NA,NA,NA,NA
2001,1,7,7,928,933,1047,1055,US,457,N530A,79,82,62,-8,-5,RDU,PIT,328,5,12,0,NA,0,NA,NA,NA,NA,NA
2001,1,8,1,927,933,1048,1055,US,457,N559A,81,82,65,-7,-6,RDU,PIT,328,5,11,0,NA,0,NA,NA,NA,NA,NA
2001,1,9,2,930,933,1051,1055,US,457,N350,81,82,63,-4,-3,RDU,PIT,328,6,12,0,NA,0,NA,NA,NA,NA,NA
2001,1,10,3,929,933,1100,1055,US,457,N384,91,82,79,5,-4,RDU,PIT,328,4,8,0,NA,0,NA,NA,NA,NA,NA
2001,1,11,4,928,933,1045,1055,US,457,N383,77,82,62,-10,-5,RDU,PIT,328,6,9,0,NA,0,NA,NA,NA,NA,NA
2001,1,12,5,NA,933,NA,1055,US,457,NKNO,NA,82,NA,NA,NA,RDU,PIT,328,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,1,13,6,928,933,1052,1055,US,457,N353,84,82,61,-3,-5,RDU,PIT,328,9,14,0,NA,0,NA,NA,NA,NA,NA
2001,1,14,7,927,933,1036,1055,US,457,N334,69,82,57,-19,-6,RDU,PIT,328,5,7,0,NA,0,NA,NA,NA,NA,NA
2001,1,15,1,933,933,1043,1055,US,457,N590,70,82,54,-12,0,RDU,PIT,328,7,9,0,NA,0,NA,NA,NA,NA,NA
2001,1,16,2,926,933,1045,1055,US,457,N586,79,82,66,-10,-7,RDU,PIT,328,5,8,0,NA,0,NA,NA,NA,NA,NA
2001,1,17,3,927,933,1044,1055,US,457,N371,77,82,60,-11,-6,RDU,PIT,328,6,11,0,NA,0,NA,NA,NA,NA,NA
2001,1,18,4,926,933,1042,1055,US,457,N374,76,82,58,-13,-7,RDU,PIT,328,5,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,19,5,NA,933,NA,1055,US,457,NKNO,NA,82,NA,NA,NA,RDU,PIT,328,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,1,20,6,926,933,1038,1055,US,457,N526A,72,82,57,-17,-7,RDU,PIT,328,4,11,0,NA,0,NA,NA,NA,NA,NA
2001,1,21,7,930,933,1038,1055,US,457,N346,68,82,59,-17,-3,RDU,PIT,328,3,6,0,NA,0,NA,NA,NA,NA,NA
2001,1,22,1,927,933,1043,1055,US,457,N528A,76,82,60,-12,-6,RDU,PIT,328,6,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,23,2,937,933,1104,1055,US,457,N526A,87,82,66,9,4,RDU,PIT,328,7,14,0,NA,0,NA,NA,NA,NA,NA
2001,1,24,3,946,933,1102,1055,US,457,N526A,76,82,64,7,13,RDU,PIT,328,4,8,0,NA,0,NA,NA,NA,NA,NA
2001,1,25,4,928,933,1104,1055,US,457,N587,96,82,71,9,-5,RDU,PIT,328,6,19,0,NA,0,NA,NA,NA,NA,NA
2001,1,26,5,926,933,1041,1055,US,457,N589,75,82,58,-14,-7,RDU,PIT,328,7,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,27,6,927,933,1108,1055,US,457,N394,101,82,85,13,-6,RDU,PIT,328,5,11,0,NA,0,NA,NA,NA,NA,NA
2001,1,28,7,925,933,1051,1055,US,457,N525A,86,82,61,-4,-8,RDU,PIT,328,9,16,0,NA,0,NA,NA,NA,NA,NA
2001,1,29,1,927,933,1045,1055,US,457,N525A,78,82,58,-10,-6,RDU,PIT,328,9,11,0,NA,0,NA,NA,NA,NA,NA
2001,1,30,2,926,933,1044,1055,US,457,N592,78,82,63,-11,-7,RDU,PIT,328,4,11,0,NA,0,NA,NA,NA,NA,NA
2001,1,31,3,925,933,1048,1055,US,457,N512A,83,82,65,-7,-8,RDU,PIT,328,4,14,0,NA,0,NA,NA,NA,NA,NA
2001,1,1,1,2053,2055,2143,2143,US,458,N342,50,48,32,0,-2,CLT,CHS,168,7,11,0,NA,0,NA,NA,NA,NA,NA
2001,1,2,2,2052,2055,2150,2143,US,458,N504A,58,48,31,7,-3,CLT,CHS,168,10,17,0,NA,0,NA,NA,NA,NA,NA
2001,1,3,3,2054,2055,2145,2143,US,458,N563,51,48,30,2,-1,CLT,CHS,168,4,17,0,NA,0,NA,NA,NA,NA,NA
2001,1,4,4,2053,2055,2139,2143,US,458,N525A,46,48,29,-4,-2,CLT,CHS,168,4,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,5,5,2053,2055,2139,2143,US,458,N517A,46,48,28,-4,-2,CLT,CHS,168,3,15,0,NA,0,NA,NA,NA,NA,NA
2001,1,6,6,2054,2055,2131,2143,US,458,N587,37,48,26,-12,-1,CLT,CHS,168,3,8,0,NA,0,NA,NA,NA,NA,NA
2001,1,7,7,2059,2055,2144,2151,US,458,N514A,45,56,27,-7,4,CLT,CHS,168,3,15,0,NA,0,NA,NA,NA,NA,NA
2001,1,8,1,2054,2055,2140,2151,US,458,N336,46,56,30,-11,-1,CLT,CHS,168,3,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,9,2,2056,2055,2157,2151,US,458,N779A,61,56,28,6,1,CLT,CHS,168,3,30,0,NA,0,NA,NA,NA,NA,NA
2001,1,10,3,2054,2055,2200,2151,US,458,N375,66,56,33,9,-1,CLT,CHS,168,9,24,0,NA,0,NA,NA,NA,NA,NA
2001,1,11,4,2049,2055,2142,2151,US,458,N512A,53,56,30,-9,-6,CLT,CHS,168,4,19,0,NA,0,NA,NA,NA,NA,NA
2001,1,12,5,2051,2055,2149,2151,US,458,N589,58,56,34,-2,-4,CLT,CHS,168,9,15,0,NA,0,NA,NA,NA,NA,NA
2001,1,13,6,2050,2055,2144,2151,US,458,N373,54,56,30,-7,-5,CLT,CHS,168,4,20,0,NA,0,NA,NA,NA,NA,NA
2001,1,14,7,2052,2055,2143,2151,US,458,N335,51,56,27,-8,-3,CLT,CHS,168,5,19,0,NA,0,NA,NA,NA,NA,NA
2001,1,15,1,2052,2055,2136,2151,US,458,N534A,44,56,27,-15,-3,CLT,CHS,168,5,12,0,NA,0,NA,NA,NA,NA,NA
2001,1,16,2,2051,2055,2145,2151,US,458,N375,54,56,32,-6,-4,CLT,CHS,168,7,15,0,NA,0,NA,NA,NA,NA,NA
2001,1,17,3,2051,2055,2147,2151,US,458,N526A,56,56,30,-4,-4,CLT,CHS,168,6,20,0,NA,0,NA,NA,NA,NA,NA
2001,1,18,4,2050,2055,2145,2151,US,458,N376,55,56,30,-6,-5,CLT,CHS,168,5,20,0,NA,0,NA,NA,NA,NA,NA
2001,1,19,5,2123,2055,2210,2151,US,458,N524A,47,56,33,19,28,CLT,CHS,168,4,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,20,6,2050,2055,2142,2151,US,458,N563,52,56,34,-9,-5,CLT,CHS,168,5,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,21,7,2051,2055,2141,2151,US,458,N511A,50,56,31,-10,-4,CLT,CHS,168,8,11,0,NA,0,NA,NA,NA,NA,NA
2001,1,22,1,2137,2055,2244,2151,US,458,N525A,67,56,43,53,42,CLT,CHS,168,8,16,0,NA,0,NA,NA,NA,NA,NA
2001,1,23,2,2055,2055,2146,2151,US,458,N375,51,56,30,-5,0,CLT,CHS,168,3,18,0,NA,0,NA,NA,NA,NA,NA
2001,1,24,3,2053,2055,2148,2151,US,458,N586,55,56,31,-3,-2,CLT,CHS,168,3,21,0,NA,0,NA,NA,NA,NA,NA
2001,1,25,4,2052,2055,2152,2151,US,458,N356,60,56,34,1,-3,CLT,CHS,168,9,17,0,NA,0,NA,NA,NA,NA,NA
2001,1,26,5,2150,2055,2229,2151,US,458,N349,39,56,26,38,55,CLT,CHS,168,3,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,27,6,2047,2055,2138,2151,US,458,N586,51,56,31,-13,-8,CLT,CHS,168,3,17,0,NA,0,NA,NA,NA,NA,NA
2001,1,28,7,2051,2055,2139,2151,US,458,N334,48,56,28,-12,-4,CLT,CHS,168,3,17,0,NA,0,NA,NA,NA,NA,NA
2001,1,29,1,2049,2055,2137,2151,US,458,N350,48,56,30,-14,-6,CLT,CHS,168,3,15,0,NA,0,NA,NA,NA,NA,NA
2001,1,30,2,2054,2055,2136,2151,US,458,N518A,42,56,27,-15,-1,CLT,CHS,168,3,12,0,NA,0,NA,NA,NA,NA,NA
2001,1,31,3,2049,2055,2135,2151,US,458,N445,46,56,29,-16,-6,CLT,CHS,168,4,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,1,1,745,750,1045,1049,US,460,N815,120,119,106,-4,-5,MCI,PIT,773,4,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,2,2,748,750,1110,1049,US,460,N800,142,119,120,21,-2,MCI,PIT,773,9,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,3,3,747,750,1047,1049,US,460,N802,120,119,100,-2,-3,MCI,PIT,773,7,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,4,4,745,750,1058,1049,US,460,N821,133,119,113,9,-5,MCI,PIT,773,7,13,0,NA,0,NA,NA,NA,NA,NA
2001,1,5,5,748,750,1112,1049,US,460,N816,144,119,128,23,-2,MCI,PIT,773,6,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,6,6,750,750,1052,1049,US,460,N812,122,119,106,3,0,MCI,PIT,773,6,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,7,7,745,750,1036,1049,US,460,N828,111,119,94,-13,-5,MCI,PIT,773,6,11,0,NA,0,NA,NA,NA,NA,NA
2001,1,8,1,745,750,1047,1049,US,460,N808,122,119,108,-2,-5,MCI,PIT,773,5,9,0,NA,0,NA,NA,NA,NA,NA
2001,1,9,2,744,750,1104,1049,US,460,N824,140,119,123,15,-6,MCI,PIT,773,6,11,0,NA,0,NA,NA,NA,NA,NA
2001,1,10,3,746,750,1044,1049,US,460,N800,118,119,101,-5,-4,MCI,PIT,773,5,12,0,NA,0,NA,NA,NA,NA,NA
2001,1,11,4,743,750,1053,1049,US,460,N804,130,119,106,4,-7,MCI,PIT,773,5,19,0,NA,0,NA,NA,NA,NA,NA
2001,1,12,5,746,750,1058,1049,US,460,N826,132,119,102,9,-4,MCI,PIT,773,5,25,0,NA,0,NA,NA,NA,NA,NA
2001,1,13,6,746,750,1046,1049,US,460,N802,120,119,93,-3,-4,MCI,PIT,773,9,18,0,NA,0,NA,NA,NA,NA,NA
2001,1,14,7,747,750,1038,1049,US,460,N830,111,119,96,-11,-3,MCI,PIT,773,5,10,0,NA,0,NA,NA,NA,NA,NA
2001,1,15,1,747,750,1046,1049,US,460,N825,119,119,95,-3,-3,MCI,PIT,773,8,16,0,NA,0,NA,NA,NA,NA,NA
2001,1,16,2,743,750,1034,1049,US,460,N818,111,119,94,-15,-7,MCI,PIT,773,5,12,0,NA,0,NA,NA,NA,NA,NA
2001,1,17,3,746,750,1038,1049,US,460,N802,112,119,90,-11,-4,MCI,PIT,773,6,16,0,NA,0,NA,NA,NA,NA,NA
2001,1,18,4,745,750,1042,1049,US,460,N802,117,119,94,-7,-5,MCI,PIT,773,6,17,0,NA,0,NA,NA,NA,NA,NA
